@relation 'problem-to-evaluate2022-11-1523:43:37-weka.filters.unsupervised.attribute.Remove-R1-3,18,20,65,78-79,119-120'

@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute effect_conditions_simplified numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute Maximaleffectsblack numeric
@attribute Hred-black numeric
@attribute planner {tamer,enhsp,fast-downward,lpg}
@attribute class {True,False}

@data
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,2,5,2.5,-5,0,0.824621,-2,0.030303,0.758182,2.918919,2.140541,26,6,1,5,6,6,5,6,4,2,40,11,0.275,7,33,0,0.275,5,0,0.275,3,0,4,0,34,0,5,5,enhsp,False
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,4,10,2.5,-10,0,1.224745,-1,0.363636,0.688353,8.962162,5.502703,66,22,1,13,22,9,12,14,7,4,49,64,1.30612,16,28,5,1.30612,13,2.23607,1.30612,12,2.64575,4,0,34,0,5,9,fast-downward,True
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,4,10,2.5,-10,0,1.224745,-1,0.363636,0.688353,8.962162,5.502703,66,22,1,13,22,9,12,14,7,4,49,64,1.30612,16,28,5,1.30612,13,2.23607,1.30612,12,2.64575,4,0,34,0,5,9,enhsp,False
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,3,11,3.666667,-11,0,1.469694,-1,0.393939,1.042706,11.643244,9.567568,79,16,1,11,16,10,11,12,4,3,46,23,0.5,13,33,0,0.5,11,1.41421,0.5,3,0,4,0,34,0,5,9,fast-downward,True
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,3,11,3.666667,-11,0,1.469694,-1,0.393939,1.042706,11.643244,9.567568,79,16,1,11,16,10,11,12,4,3,46,23,0.5,13,33,0,0.5,11,1.41421,0.5,3,0,4,0,34,0,5,9,enhsp,False
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,2,10,5,-10,0,1.476482,-2,0.484848,1.131403,9.383783,6.702703,50,15,1,13,15,12,13,15,8,2,49,28,0.571429,16,33,0,0.571429,13,1.73205,0.571429,3,0,4,0,34,0,5,10,fast-downward,True
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,2,10,5,-10,0,1.476482,-2,0.484848,1.131403,9.383783,6.702703,50,15,1,13,15,12,13,15,8,2,49,28,0.571429,16,33,0,0.571429,13,1.73205,0.571429,3,0,4,0,34,0,5,10,enhsp,False
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,1,4,4,-4,0,0.663325,-1,0.181818,0.57496,0,0,6,9,1,9,9,5,9,9,4,1,43,18,0.418605,10,33,0,0.418605,9,1,0.418605,2,0,4,0,34,0,5,6,fast-downward,True
2,33,6,1,111,33,3,0,1,25,461,611,1072,1647,0,34,0,100,34,100,185,1734,34,33,246,1824,0.138211,7.41463,53.6471,0.970588,33,7.23529,4.75926,33,7.23529,4.75926,456,53.6471,72.5996,456,53.6471,72.5996,9,6.26471,1.92978,72,40.2353,20.3485,72,40.2353,20.3485,72,40.2353,20.3485,100,641,2465,0.260041,0.156006,76,2.58651,0.083227,33,0.777682,0.166455,304,7.34862,0.332909,33,3.02509,0.166455,100,185,1,4,4,-4,0,0.663325,-1,0.181818,0.57496,0,0,6,9,1,9,9,5,9,9,4,1,43,18,0.418605,10,33,0,0.418605,9,1,0.418605,2,0,4,0,34,0,5,6,enhsp,False
4,31,9,1,46,10,22,0,1,92,399,372,771,1151,0,21,0,61,31,81,220,1387,21,10,58,694,0.362069,11.9655,33.0476,0.47619,10,2.7619,1.68762,20,2.7619,3.91462,200,33.0476,38.077,340,33.0476,70.5377,3,1.14286,1.2454,40,16.1905,17.314,22,10.1905,10.6932,40,16.1905,17.314,61,420,1114,0.37702,0.145238,31,4.32179,0.979704,21,4.32179,0.979704,79,11.6046,2.75887,55,11.6046,0.979704,61,220,4,31,7.75,-1,0,0.829774,1,1,0,6.740909,0.859091,18,88,1,44,88,31,10,30,24,4,52,139,2.67308,21,10,21,2.67308,21,3.60555,2.67308,12,3,?,?,?,?,?,31,fast-downward,True
4,31,9,1,46,10,22,0,1,92,399,372,771,1151,0,21,0,61,31,81,220,1387,21,10,58,694,0.362069,11.9655,33.0476,0.47619,10,2.7619,1.68762,20,2.7619,3.91462,200,33.0476,38.077,340,33.0476,70.5377,3,1.14286,1.2454,40,16.1905,17.314,22,10.1905,10.6932,40,16.1905,17.314,61,420,1114,0.37702,0.145238,31,4.32179,0.979704,21,4.32179,0.979704,79,11.6046,2.75887,55,11.6046,0.979704,61,220,4,31,7.75,-1,0,0.829774,1,1,0,6.740909,0.859091,18,88,1,44,88,31,10,30,24,4,52,139,2.67308,21,10,21,2.67308,21,3.60555,2.67308,12,3,?,?,?,?,?,31,enhsp,False
4,16,9,1,23,5,12,0,1,52,151,112,263,353,0,11,0,31,16,41,60,404,11,5,27,166,0.407407,6.14815,15.0909,0.454545,5,2.45455,0.890724,10,2.45455,2.46295,50,15.0909,11.3735,80,15.0909,21.7484,3,1,1.12815,20,7.27273,8.08018,12,5.09091,5.58333,20,7.27273,8.08018,31,110,276,0.398551,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,38,6.15152,1.56662,27,6.15152,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,37,1,21,37,16,5,15,13,4,27,63,2.33333,11,5,11,2.33333,11,2.44949,2.33333,8,2.44949,?,?,?,?,?,16,fast-downward,True
4,16,9,1,23,5,12,0,1,52,151,112,263,353,0,11,0,31,16,41,60,404,11,5,27,166,0.407407,6.14815,15.0909,0.454545,5,2.45455,0.890724,10,2.45455,2.46295,50,15.0909,11.3735,80,15.0909,21.7484,3,1,1.12815,20,7.27273,8.08018,12,5.09091,5.58333,20,7.27273,8.08018,31,110,276,0.398551,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,38,6.15152,1.56662,27,6.15152,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,37,1,21,37,16,5,15,13,4,27,63,2.33333,11,5,11,2.33333,11,2.44949,2.33333,8,2.44949,?,?,?,?,?,16,enhsp,False
4,46,9,1,69,15,32,0,1,132,747,782,1529,2399,0,31,0,91,46,121,480,2950,31,15,89,1582,0.348315,17.7753,51.0323,0.483871,15,2.87097,2.32437,30,2.87097,5.02729,450,51.0323,75.0107,780,51.0323,135.547,4,1.19355,1.30556,75,25.1613,26.7752,33,15.2258,15.731,75,25.1613,26.7752,91,930,2512,0.370223,0.09785,46,6.01815,1.22903,31,6.01815,1.22903,120,16.7177,3.56867,83,16.7177,1.22903,91,480,4,46,11.5,-1,0,0.82542,1,1,0,6.81875,0.904167,28,151,1,67,151,46,15,45,35,4,77,227,2.94805,31,15,31,2.94805,31,4.69042,2.94805,18,3.60555,?,?,?,?,?,46,fast-downward,True
4,46,9,1,69,15,32,0,1,132,747,782,1529,2399,0,31,0,91,46,121,480,2950,31,15,89,1582,0.348315,17.7753,51.0323,0.483871,15,2.87097,2.32437,30,2.87097,5.02729,450,51.0323,75.0107,780,51.0323,135.547,4,1.19355,1.30556,75,25.1613,26.7752,33,15.2258,15.731,75,25.1613,26.7752,91,930,2512,0.370223,0.09785,46,6.01815,1.22903,31,6.01815,1.22903,120,16.7177,3.56867,83,16.7177,1.22903,91,480,4,46,11.5,-1,0,0.82542,1,1,0,6.81875,0.904167,28,151,1,67,151,46,15,45,35,4,77,227,2.94805,31,15,31,2.94805,31,4.69042,2.94805,18,3.60555,?,?,?,?,?,46,enhsp,False
4,16,9,1,24,5,12,0,1,52,152,112,264,354,0,11,0,31,16,41,60,410,11,5,29,177,0.37931,6.10345,16.0909,0.454545,5,2.63636,0.881396,10,2.63636,2.42235,50,16.0909,11.2932,85,16.0909,23.0866,3,1.09091,1.23983,20,7.72727,8.62439,12,5.18182,5.686,20,7.72727,8.62439,31,110,287,0.383275,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,40,6.54545,1.69461,28,6.54545,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,44,1,22,44,16,5,15,8,4,27,70,2.59259,11,5,11,2.59259,11,2.44949,2.59259,10,3,?,?,?,?,?,16,fast-downward,True
4,16,9,1,24,5,12,0,1,52,152,112,264,354,0,11,0,31,16,41,60,410,11,5,29,177,0.37931,6.10345,16.0909,0.454545,5,2.63636,0.881396,10,2.63636,2.42235,50,16.0909,11.2932,85,16.0909,23.0866,3,1.09091,1.23983,20,7.72727,8.62439,12,5.18182,5.686,20,7.72727,8.62439,31,110,287,0.383275,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,40,6.54545,1.69461,28,6.54545,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,44,1,22,44,16,5,15,8,4,27,70,2.59259,11,5,11,2.59259,11,2.44949,2.59259,10,3,?,?,?,?,?,16,enhsp,False
4,16,9,1,24,5,12,0,1,52,152,112,264,354,0,11,0,31,16,41,60,410,11,5,29,177,0.37931,6.10345,16.0909,0.454545,5,2.63636,0.979121,10,2.63636,2.45959,50,16.0909,12.0714,85,16.0909,23.0906,3,1.09091,1.23983,20,7.72727,8.62439,12,5.18182,5.686,20,7.72727,8.62439,31,110,287,0.383275,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,40,6.54545,1.69461,28,6.54545,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,48,1,22,48,16,5,15,13,4,27,74,2.74074,11,5,11,2.74074,11,2.44949,2.74074,12,3.31662,?,?,?,?,?,16,fast-downward,True
4,16,9,1,24,5,12,0,1,52,152,112,264,354,0,11,0,31,16,41,60,410,11,5,29,177,0.37931,6.10345,16.0909,0.454545,5,2.63636,0.979121,10,2.63636,2.45959,50,16.0909,12.0714,85,16.0909,23.0906,3,1.09091,1.23983,20,7.72727,8.62439,12,5.18182,5.686,20,7.72727,8.62439,31,110,287,0.383275,0.281818,16,2.57576,0.646063,11,2.57576,0.646063,40,6.54545,1.69461,28,6.54545,0.646063,31,60,4,16,4,-1,0,0.842423,1,1,0,6.55,0.733333,8,48,1,22,48,16,5,15,13,4,27,74,2.74074,11,5,11,2.74074,11,2.44949,2.74074,12,3.31662,?,?,?,?,?,16,enhsp,False
4,46,9,1,71,15,32,0,1,132,749,782,1531,2401,0,31,0,91,46,121,480,2982,31,15,93,1644,0.333333,17.6774,53.0323,0.483871,15,3,2.34177,30,3,5.02253,450,53.0323,75.1993,810,53.0323,140.834,4,1.25806,1.41348,75,26.129,28.2475,33,15.2903,15.8016,75,26.129,28.2475,91,930,2574,0.361305,0.09785,46,6.01815,1.22903,31,6.01815,1.22903,124,17.4274,3.72874,85,17.4274,1.22903,91,480,4,46,11.5,-1,0,0.82542,1,1,0,6.81875,0.904167,28,169,1,69,169,46,15,45,36,4,77,245,3.18182,31,15,31,3.18182,31,4.69042,3.18182,18,4,?,?,?,?,?,46,fast-downward,True
